,Ks,T1=0.0,T1=0.1,T1=0.2,T1=0.30000000000000004,T1=0.4,T1=0.5,T1=0.6000000000000001
79,11.16,0.23075413014473525,0.21656543841793052,0.2032438458957559,0.18589580760837665,0.16933660593015376,0.15213398262454952,0.13508526000361618
80,11.200000000000001,0.23010648675032347,0.21597481839166782,0.20273195675225708,0.18546545081276328,0.1689834353964773,0.1518488322364746,0.13484739947463736
81,11.240000000000002,0.22945867358817373,0.21538607839554014,0.20222442186869635,0.1850415932495668,0.16862835976049076,0.15156587171359856,0.1346111430318565
82,11.280000000000001,0.22881987019863123,0.21479575020505687,0.20171849740923237,0.1846121029647677,0.16827640832833057,0.15128520665828815,0.13437119697885724
83,11.32,0.22818615699005082,0.21420802474144449,0.2012232924887023,0.1841855209647057,0.16792134230083242,0.15100511665002575,0.1341386340990461
84,11.36,0.22755616774271112,0.21362231590620917,0.20073055385625807,0.1837595744050236,0.16757072227142863,0.15072568636739841,0.1339110014022711
85,11.399999999999999,0.22692876640061985,0.21304231618647343,0.20024399057853048,0.18333241626849192,0.16722021456164968,0.15044061659523678,0.1336760832711991
86,11.44,0.2263050399606912,0.21246881106819177,0.1997604330996656,0.1829110181619424,0.1668706653971962,0.15014676381252903,0.13344178628831252
87,11.479999999999999,0.2256865610013871,0.2118994409725086,0.19927450078026457,0.18248992392927416,0.16652785437172196,0.14985103529602103,0.13320467078266865
88,11.52,0.225071728445202,0.21133193184972834,0.198794183009151,0.18207190015786318,0.1661868606084669,0.14955155745042098,0.13297810822877085
89,11.559999999999999,0.22446970897702048,0.21076317268070652,0.1983205036870685,0.1816613873293409,0.16585145777809826,0.14925476958744932,0.13275413290562418
90,11.6,0.22386955219431473,0.21020207115182207,0.19784834307983787,0.18124868745680986,0.16551933794900403,0.14896518218242719,0.13251862013138882
91,11.639999999999999,0.2232793759185057,0.20964821145647608,0.19738234902656138,0.18083132766842228,0.16518848589267204,0.1486684128059029,0.13228368373632338
92,11.68,0.22268922040622174,0.20909530580151023,0.19691617116357177,0.18041060865182065,0.16486182248508058,0.14837539799029772,0.1320537748936101
93,11.719999999999999,0.22210396689936787,0.20854616618069413,0.19645503075522303,0.17999413062957875,0.164530056920938,0.148084189069614,0.1318137247965352
94,11.76,0.22152202000591698,0.20800062665258068,0.19599460590909967,0.17957581012482954,0.1641982529495243,0.14779165038091932,0.1315884222809701
95,11.799999999999999,0.22095071831648946,0.2074561065466538,0.19553093572554858,0.17916285960374878,0.16386128838517933,0.1474861813979794,0.1313838153595803
96,11.84,0.22039057586399322,0.20691270511687837,0.19507078000050548,0.1787550887314429,0.1635242759247859,0.1471766193695934,0.13116036223654082
97,11.879999999999999,0.21983436798508066,0.2063663379316329,0.1946083094266073,0.17834716834054357,0.1631843735635619,0.14687731356207373,0.1309447509337313
98,11.92,0.2192811863508457,0.20582755117059767,0.1941545617835907,0.17794838456571993,0.1628518285110544,0.1465675993405701,0.13071821841711537
99,11.959999999999999,0.218731162146961,0.20528442973988079,0.19370212810899032,0.1775497102010289,0.16252509850030353,0.14626324308169994,0.13049831534655068
100,12.0,0.21817828675614287,0.20474062749769015,0.19324806078841603,0.17715917270065273,0.16219168415197502,0.14597069365253396,0.13027781462140267
