Ks,T1=0.0,T1=0.1,T1=0.2,T1=0.30000000000000004,T1=0.4,T1=0.5,T1=0.6000000000000001
6.4,0.30158735358320216,0.2709911991066662,0.2400347007100825,0.22586596840485795,0.1800828739199589,0.14557357367501225,inf
6.432,0.30044430711491826,0.27017162966140085,0.23963671735386338,0.22549927823631297,0.18092507748992517,0.14813153104601243,inf
6.464,0.29930910920169984,0.2693503941898273,0.239219585632079,0.22512446200155697,0.181660776130277,0.15029217423868288,inf
6.496,0.2981805263203484,0.26852780347538546,0.23878499445897072,0.22473408446495105,0.1823141424969487,0.15218524003661119,inf
6.5280000000000005,0.29705661189120164,0.26770954516863216,0.23834338299750008,0.22433012139842676,0.1828908891499406,0.153851499017074,inf
6.5600000000000005,0.295942160828462,0.2668924305060118,0.23789096199553442,0.22391394459986508,0.18340066859118126,0.1553259188669551,inf
6.5920000000000005,0.2948413630949644,0.26608409569164443,0.23743562620499783,0.22348920382565823,0.18384105038905418,0.1566230935352844,inf
6.6240000000000006,0.29374545337093405,0.265276119874481,0.23697656766818104,0.22304932112039072,0.1842211662568261,0.15777130081050755,inf
6.656000000000001,0.29265980726294066,0.26446902323282706,0.23651313771269142,0.22260164846698138,0.18454434082919127,0.15879001914787538,inf
6.688000000000001,0.2915808688289947,0.26366607246209905,0.2360399802266587,0.22214722167393638,0.18481992023280877,0.1596860971817981,inf
6.720000000000001,0.29051261574365883,0.262857769353664,0.2355643657597706,0.22169221904237046,0.18504300412185978,0.1604771455261261,0.06321713436309846
6.752000000000001,0.28945095768818785,0.26204712430498156,0.23508316638003404,0.2212319641383522,0.18522176111225203,0.1611762664357304,0.09164891212829201
6.784000000000001,0.2883946957139309,0.26124279442166537,0.2345931835562785,0.2207681031275324,0.18536208654403233,0.16180379980598072,0.10045113003233423
6.816000000000001,0.2873481218829831,0.2604483859625196,0.23409654511078998,0.22029857135738862,0.1854718506584695,0.16236209481427316,0.10624825363570178
6.848,0.28631211831998726,0.2596549709331274,0.23359050383047864,0.21982035847500025,0.18555454211242456,0.1628556262353756,0.11061377017560528
6.88,0.28528874409594823,0.25885838753546914,0.23307876284183635,0.21933905421819186,0.1856187472727901,0.16329560572493812,0.11409264219389344
6.912,0.28427702750384704,0.2580643184055763,0.23256491416166178,0.21885203656028213,0.1856603988131888,0.16368385346070288,0.11698172908151919
6.944,0.28326884496817106,0.2572697451220551,0.2320485146966042,0.21836152928691696,0.1856772314570401,0.16402276897541285,0.1194277019343616
6.976,0.282272846259865,0.25647564693971237,0.2315280306955967,0.21786639711405015,0.1856722120013753,0.1643110683163896,0.12153352015730327
7.008,0.281282141379913,0.2556865579989592,0.23100196037082912,0.2173650246189764,0.18564838668907485,0.16455829690524768,0.12336133359004925
7.04,0.2802976214351995,0.25489796910262724,0.23046162723894315,0.21685431408647224,0.18561029409159924,0.1647645963238566,0.12497635284022467
7.072,0.2793188940695849,0.2541156900188696,0.22991496198006217,0.2163381869896284,0.18555030560807362,0.16493262051925936,0.12641211566882846
7.104,0.2783542147780315,0.2533386259505845,0.22935927763637817,0.21582417933510556,0.18546780456124032,0.16507480811168534,0.12768465317694128
7.136,0.2773996727068001,0.2525660478367121,0.22880100141314383,0.21531082051610062,0.18537067282859288,0.16518624274775723,0.12882379968428184
7.168,0.2764516479814914,0.25180332441427467,0.2282381218858829,0.2148020736472269,0.18525427563384197,0.16527089138524587,0.12985828468795033
7.2,0.2755102066391979,0.2510420912294268,0.22768180322600504,0.21428562415931304,0.18512796926922365,0.1653320399230075,0.13079982407152804
7.232,0.2745762702283597,0.2502901068439801,0.22712454880259153,0.213764932059381,0.18499129009871546,0.1653661261851195,0.13164713676848633
7.264,0.2736501450230152,0.24953973499059437,0.2265710817835926,0.2132450324078501,0.18484216713182244,0.1653797524982429,0.1324194948730725
7.296,0.27272974610113115,0.24879626013251002,0.22601839835416976,0.21271856727640043,0.18468424240421566,0.1653784071651117,0.1331169082243527
7.328,0.27180969584839876,0.24805788970497458,0.22546323830405546,0.21219531852596843,0.18451191185553414,0.16535741744476667,0.133747209435648
7.36,0.270895784769561,0.2473240040191192,0.2249065662962432,0.21167342693612257,0.18432925780653506,0.1653185821511548,0.1343233138791447
7.392,0.2699821226440405,0.24659634076174075,0.22435143266778826,0.21114918390367574,0.18413418758016029,0.1652660170060654,0.13484154851168398
7.424,0.26906497451472017,0.24587305395816264,0.2237997817827083,0.21062223051620374,0.18393016753582858,0.16519689261368373,0.1353107060665911
7.456,0.26815788070563235,0.24515642747408284,0.22325389654723513,0.21009308441501165,0.18371537693514092,0.16511605092094508,0.13573462551831594
7.488,0.26725986514034145,0.2444404402239234,0.2227081677498044,0.20956727498878328,0.18349630838958553,0.16502158195320538,0.1361115076524138
7.5200000000000005,0.26636311191592904,0.2437244352795741,0.22216172180413407,0.20904385364491215,0.1832609994202114,0.16491496830825686,0.13644314655385492
7.552,0.2654672631868593,0.24301249469863412,0.22162019536338298,0.20852516254804626,0.18300916288161317,0.16479262444067924,0.13673983141985802
7.584,0.26458548762104944,0.24231340748031108,0.22108290315548496,0.20800751917360036,0.18274627300435142,0.16465820787965565,0.13700167648685757
7.616,0.26371126162654374,0.24161750159732417,0.22054249624472613,0.20748706055105354,0.18248160540588299,0.16451776662737877,0.1372317168830016
7.648,0.2628431892329048,0.24092517647129846,0.21999961550167388,0.20696506741768278,0.18221301728229328,0.16436822176753374,0.13743143187903537
7.68,0.261977915324329,0.24023499040798837,0.21945180118396662,0.20643975185352892,0.18193820567778732,0.1642067785373905,0.13761261793388363
7.712,0.26111315250540085,0.2395400991295561,0.21890775970417053,0.20591831967421623,0.1816626814535399,0.16403993760312463,0.13776751001729867
7.744,0.2602525362463399,0.2388486409806515,0.21836280499420851,0.2053949494690343,0.18137811974662457,0.16385774084084026,0.13789200451043612
7.776,0.25939718741689743,0.23816449360368852,0.21781665423773364,0.2048678721569994,0.18109176848838812,0.16366311063285036,0.13798824261798157
7.808,0.25854769714127823,0.2374839392143338,0.217272680440984,0.20434260291293155,0.18080319035306947,0.16346160632128062,0.13806901279046174
7.84,0.2577067398963463,0.23681115665809374,0.21673166727469767,0.20381935397442402,0.18050609160898412,0.16325543664506262,0.13812678459948202
7.872,0.2568753001064717,0.23614529391693226,0.21619256691395755,0.20329027318750212,0.18020309177357727,0.1630448511594509,0.13816708098646613
7.904,0.2560482348782143,0.23548680963700355,0.21564893734505228,0.2027640398126965,0.17989451050094232,0.16283027980596507,0.13818540678636793
7.936,0.25522731161540047,0.23483349372227738,0.2151111300161716,0.20224227533112027,0.17958259803312177,0.1626042929845131,0.13819010506381238
7.968,0.2544207421278053,0.23418330828650374,0.21456970506473966,0.20172055855497992,0.17926819448158196,0.1623698605286963,0.13818790380744647
8.0,0.25362386939987397,0.23354308335246188,0.21402220277452794,0.20120774569628744,0.17895185444213207,0.16213073462977912,0.13817057459540025
8.032,0.2528351073178054,0.23290599900584055,0.2134852769519681,0.2006981120158691,0.17863001193739328,0.16188682533832505,0.13813704193067033
8.064,0.2520486253836529,0.23227403694585516,0.21295182603467552,0.20019089769658568,0.17830965524034753,0.16164053399938108,0.1380910030337939
8.096,0.2512677878381487,0.23164345708165585,0.21241925969656225,0.19968129525524445,0.17798761941400257,0.16139033151407015,0.1380333140019243
8.128,0.2504848832366049,0.23101792708667945,0.21188868609550263,0.1991784115786701,0.17765809157860948,0.16113302020538137,0.1379582098823999
8.16,0.24970207211509465,0.23039218919968635,0.2113586656417789,0.19868331679826418,0.1773278134904412,0.16086724083803255,0.1378706868012358
8.192,0.24891801506701114,0.2297715578172032,0.2108271998653916,0.19818715842172982,0.17698824998975005,0.16060126105998587,0.1377680223939106
8.224,0.24814385385646986,0.22915389781020992,0.21029460206006007,0.19769365769131075,0.17664536911608605,0.16033484556548472,0.13766093075625235
8.256,0.24736920965869724,0.2285388580796543,0.2097680141651334,0.19719843997615752,0.1763005600342142,0.16006480827439715,0.13754488314882624
8.288,0.24660323911402082,0.22793301611617062,0.20924177460586088,0.19669988377878667,0.17595558149050688,0.15978847295899073,0.13742184644446784
8.32,0.2458416589705,0.22733036259290276,0.20872059077071234,0.19620055495151448,0.17560268126375192,0.15951037847418717,0.13729152168133818
8.352,0.24508821499210648,0.22673074249977687,0.20820089368030595,0.1957027526649072,0.17524919436920047,0.15923159307315599,0.13715349205499192
8.384,0.24434343424188062,0.2261369154961125,0.20769182659267246,0.1952032060601806,0.1748907558244512,0.1589489994730859,0.13700931027669502
8.416,0.2436050553682898,0.22555041030763415,0.20718177698670345,0.19470574936390217,0.17453067952940984,0.15865859323882744,0.13685237570984593
8.448,0.24286987819764172,0.224963923840316,0.20667298933257272,0.19420857768210745,0.17417066520213093,0.15837014026850302,0.13668553868257707
8.48,0.24213594238621955,0.22438097758657152,0.20616242101324533,0.19371389390254085,0.17380441342430472,0.1580814049952403,0.13651392082552316
8.512,0.24140213165177096,0.22380012259569537,0.20565605536906892,0.19321995665762587,0.17343966751859774,0.15778189962746017,0.13634226044983744
8.544,0.2406700422638249,0.22322548012456078,0.20514829817363872,0.19272348222781366,0.17307578761485476,0.15748520369312374,0.13616920324725815
8.576,0.2399460423389316,0.2226450162166364,0.2046391464517807,0.1922313791472712,0.17271250832445423,0.15718830685137658,0.13600457292703585
8.608,0.23922870147642847,0.2220720160109016,0.20412752029586717,0.19173709165658853,0.1723527918972873,0.15688886416287814,0.13582865477917005
8.64,0.23851171093595233,0.2214914854875698,0.20361684435239308,0.19124348878372996,0.17199209190885453,0.15659513708466039,0.1356512996512194
8.672,0.23780085932066466,0.22091330659002428,0.20310789254558323,0.19074786519937675,0.1716310241404656,0.1562981932122881,0.1354794953074779
8.704,0.2370978902350026,0.22033331142056972,0.20259922592201612,0.19025636560260967,0.17126944325415225,0.1559992192905761,0.13529863818160498
8.736,0.23639809700715683,0.21975387535173643,0.20208920391633967,0.1897625897224422,0.1709052569296603,0.15569632870644667,0.1351165729310111
8.768,0.2357015346989594,0.21917771385182852,0.20157721844193813,0.1892680615847352,0.17053824679846954,0.15539390303171555,0.13494017744114367
8.8,0.23500988359438751,0.21860877093333225,0.20107208066385626,0.18878066254327064,0.170171492532349,0.15509310947390023,0.13476270404338997
8.832,0.2343218222875135,0.21804805172549616,0.20057353367250838,0.1883053631712007,0.16980588454069107,0.15478407581264744,0.13457351855374758
8.864,0.23364038971120388,0.21749425967377858,0.20007508876865474,0.18783415616915847,0.16944721192660125,0.15447491151605183,0.13438945288319107
8.896,0.2329599140048698,0.2169450361830645,0.1995817759949313,0.18736025446458446,0.1690902654326775,0.1541687613205081,0.13420658421492135
8.928,0.23228269685489777,0.21639493539484178,0.1990912103730063,0.18688699676753043,0.16873532016836246,0.1538667448807404,0.1340255596806013
8.96,0.23160408967666282,0.21584992104383474,0.1986038394394171,0.1864178857374738,0.1683813070378116,0.15356535688147815,0.13384136821795664
8.992,0.23093097011053587,0.21531136976346874,0.19811481938998646,0.18595685285997093,0.16801679099077405,0.1532760546449107,0.13364845414064785
9.024000000000001,0.23026263944868314,0.21477628135484114,0.19762965346119257,0.18550014864110295,0.16765325273172635,0.1529867506887285,0.13344533134496986
9.056000000000001,0.22960434721202377,0.21424245645575812,0.19715262699990985,0.18504814582878454,0.1672916810514933,0.1526920586940278,0.1332473262822279
9.088,0.22895157700159688,0.2137053730104902,0.19667608491796595,0.1845943692335507,0.16692149799694692,0.15239341240846074,0.13306023321623345
9.12,0.2283030827173566,0.21317299406141937,0.19620255719520252,0.18413093856550758,0.1665567042040939,0.15209038458962634,0.13287217418264088
9.152,0.2276607664201648,0.212645464126468,0.19572950204813097,0.1836701965760836,0.1661967694656564,0.15178112273536679,0.13267933161569986
9.184,0.2270171525034036,0.2121174540635348,0.19525529087788931,0.18321409345981293,0.16583949992701333,0.15147352055021085,0.13246943149591228
9.216,0.22638199938783507,0.21159481866670135,0.19478121458694397,0.18275951972022128,0.1654946415912464,0.15116047285469938,0.1322528953178988
9.248,0.22574728429172447,0.21107850759272098,0.1943108894933496,0.1823172592992531,0.16514639173400988,0.15085658322217516,0.1320406735826276
9.28,0.22511305494050327,0.21056018095204643,0.19384787615191285,0.18187595491766567,0.1647916056985751,0.15055248799545973,0.1318178690150386
9.312,0.22447988657458215,0.21005325962895874,0.19339203681317127,0.18143578233363492,0.1644292140159401,0.1502542732887808,0.13158043453844917
9.344,0.22385072016076932,0.20955208739884726,0.1929300697075448,0.1809970525943944,0.16407262103051443,0.14995497596693125,0.1313560136586466
9.376,0.22322403709726793,0.20905137326624182,0.19246746392355626,0.18054940567521693,0.16371904933052114,0.14966274598649348,0.13112661896591932
9.408,0.22260783546566315,0.20855627105096652,0.1920036662524054,0.18010675934788148,0.1633705165877808,0.14938351938967215,0.13089196606405248
9.44,0.22199603007123966,0.2080625182310287,0.19154149625446984,0.17966270589493935,0.16301436586428206,0.14908980427669516,0.13067186702816408
9.472,0.22138548574424713,0.20756586585739575,0.19109231949026909,0.17923297813712089,0.16265752697335864,0.14881163213459672,0.130430729707529
9.504,0.22078285186364366,0.20706765556196338,0.19064942913401636,0.17879569521886493,0.1622932552626445,0.1485293253888056,0.13020652267137134
9.536,0.22018482336560474,0.20656178572240808,0.19021800515957513,0.17836137828788456,0.16193155682110044,0.1482340227509114,0.12996900249547225
9.568,0.21959137756309813,0.20605943286459244,0.18978641330824333,0.17792665699685337,0.1615761446814913,0.1479609405218154,0.1297448756933619
9.6,0.21900236727975833,0.20556315702335376,0.18935962883285343,0.1775008175605748,0.1612348480720263,0.14768403622600088,0.12952692508172176
